,p_name,p_address,p_rating,p_category,p_tag,p_review,p_url
667,G&G모텔,울산 울주군 삼남읍 도호길 59,0,"여관,모텔","['#가족펜션', '#계곡캠핑', '#글램핑', '#물놀이', '#산책로', '#오토캠핑', '#친목여행', '#캠핑장']",리뷰 없음,https://place.map.kakao.com/207331249
668,CC모텔,울산 중구 학산로 10-3,5,"여관,모텔",태그 없음,./kakao_reviews/울산 숙소/CC모텔.csv,https://place.map.kakao.com/27476519
669,V빅토리아모텔,울산 울주군 서생면 깨목4길 12,0,"여관,모텔",태그 없음,리뷰 없음,https://place.map.kakao.com/948672927
670,호텔MVG,울산 동구 해수욕장10길 102,4.7,"여관,모텔","['#어메니티제공', '#조식서비스', '#제로페이']",./kakao_reviews/울산 숙소/호텔MVG.csv,https://place.map.kakao.com/26929369
671,나무늘보모텔,울산 동구 해수욕장5길 40,0,"여관,모텔","['#감성숙소', '#울산독채', '#울산민박', '#울산펜션', '#주전펜션', '#가족여행', '#독채민박', '#바베큐장', '#불멍', '#잔디마당', '#커플여행', '#제로페이']",리뷰 없음,https://place.map.kakao.com/1811162357
672,MW모텔,울산 울주군 상북면 알프스온천1길 38,5,"여관,모텔",태그 없음,./kakao_reviews/울산 숙소/MW모텔.csv,https://place.map.kakao.com/1024676177
673,간월산온천호텔,울산 울주군 상북면 알프스온천4길 26,4,"여관,모텔","['#가족펜션', '#노천탕', '#물놀이', '#바베큐장', '#어메니티제공', '#오션뷰', '#조식서비스', '#풀빌라']",./kakao_reviews/울산 숙소/간월산온천호텔.csv,https://place.map.kakao.com/26590425
674,더뱀부호텔,울산 울주군 상북면 알프스온천4길 16,4,"여관,모텔","['#노천탕', '#독채펜션', '#물놀이', '#바베큐장', '#산책로', '#수영장펜션', '#애견동반펜션', '#애견수영장', '#야외테라스', '#어메니티제공', '#조식서비스', '#패밀리룸', '#풀빌라']",./kakao_reviews/울산 숙소/더뱀부호텔.csv,https://place.map.kakao.com/1447241389
675,팰리스모텔,"울산 중구 새벽시장2길 40 지하1층, 1~7층",5,"여관,모텔","['#비즈니스룸', '#비즈니스텔']",./kakao_reviews/울산 숙소/팰리스모텔.csv,https://place.map.kakao.com/17664234
676,미다스모텔,울산 울주군 언양읍 동부9길 15,1,"여관,모텔","['#2인실', '#바베큐장', '#온돌룸', '#패밀리룸', '#풀빌라', '#해수욕장펜션']",./kakao_reviews/울산 숙소/미다스모텔.csv,https://place.map.kakao.com/8989385
677,베니스,울산 북구 산하중앙1로 24,4.8,"여관,모텔","['#해맞이펜션', '#제로페이']",리뷰 없음,https://place.map.kakao.com/467136231
678,오라모텔,울산 남구 삼산로67번길 12,2,"여관,모텔",태그 없음,리뷰 없음,https://place.map.kakao.com/648300099
679,그랜드모텔,울산 남구 중앙로204번길 13,0,"여관,모텔","['#가족펜션', '#단체펜션', '#독채펜션', '#바베큐장', '#워크샵']",./kakao_reviews/울산 숙소/그랜드모텔.csv,https://place.map.kakao.com/8198008
680,프리미어호텔,울산 북구 진장1길 6,5,"여관,모텔","['#물놀이', '#바베큐장', '#수영장펜션', '#야외테라스', '#어메니티제공', '#오션뷰', '#조식서비스', '#풀빌라']",./kakao_reviews/울산 숙소/프리미어호텔.csv,https://place.map.kakao.com/966578059
681,아람모텔,울산 남구 대학로161번길 24,3,"여관,모텔",['#제로페이'],리뷰 없음,https://place.map.kakao.com/1853776631
682,솜누스호텔,울산 남구 삼산로395번길 12,4,"여관,모텔",태그 없음,./kakao_reviews/울산 숙소/솜누스호텔.csv,https://place.map.kakao.com/7958079
683,모나리자모텔,울산 동구 해수욕장5길 57,5,"여관,모텔","['#단체펜션', '#스톰윈드', '#울산독채펜션', '#울산독채풀빌라', '#주전동펜션']",./kakao_reviews/울산 숙소/모나리자모텔.csv,https://place.map.kakao.com/7867012
684,더뱀부호텔,울산 울주군 상북면 알프스온천4길 16,4,"여관,모텔","['#2인실', '#가족탕', '#가족호텔', '#물놀이', '#스파룸', '#어메니티제공', '#온돌룸', '#온천호텔', '#조식서비스', '#패밀리룸']",./kakao_reviews/울산 숙소/더뱀부호텔.csv,https://place.map.kakao.com/1447241389
685,터마루모텔,울산 남구 왕생로171번길 4,3.7,"여관,모텔",태그 없음,리뷰 없음,https://place.map.kakao.com/9514852
686,가지산히노끼가족호텔,울산 울주군 상북면 소야정길 1,1,"여관,모텔","['#단체펜션', '#야외테라스']",./kakao_reviews/울산 숙소/가지산히노끼가족호텔.csv,https://place.map.kakao.com/196787627
687,다조아모텔,울산 울주군 상북면 알프스온천2길 3,4,"여관,모텔","['#글램핑', '#물놀이', '#수영장펜션', '#키즈펜션', '#키즈풀빌라', '#풀빌라']",리뷰 없음,https://place.map.kakao.com/219260921
688,간월산온천호텔,울산 울주군 상북면 알프스온천4길 26,4,"여관,모텔","['#2인실', '#가족탕', '#가족호텔', '#야외테라스', '#패밀리룸', '#제로페이']",./kakao_reviews/울산 숙소/간월산온천호텔.csv,https://place.map.kakao.com/26590425
689,호텔MVG,울산 동구 해수욕장10길 102,4.7,"여관,모텔","['#오션뷰', '#조식서비스', '#커플룸', '#패밀리룸']",./kakao_reviews/울산 숙소/호텔MVG.csv,https://place.map.kakao.com/26929369
690,더죤무인텔,울산 울주군 상북면 알프스온천1길 28,0,"여관,모텔",태그 없음,리뷰 없음,https://place.map.kakao.com/11802020
691,무인텔킹,울산 울주군 상북면 알프스온천4길 39,4.5,"여관,모텔",['#조식서비스'],./kakao_reviews/울산 숙소/무인텔킹.csv,https://place.map.kakao.com/1592818498
692,브라운도트 울산삼산점,울산 남구 삼산로383번길 6-17,2.4,"여관,모텔",['#호캉스'],./kakao_reviews/울산 숙소/브라운도트 울산삼산점.csv,https://place.map.kakao.com/1634160486
693,ING호텔,울산 동구 해수욕장7길 23,4.7,"여관,모텔",태그 없음,리뷰 없음,https://place.map.kakao.com/1199777967
694,윈드힐호텔,울산 동구 해수욕장9길 59,5,"여관,모텔","['#무인펜션', '#물놀이', '#키즈펜션', '#제로페이']",./kakao_reviews/울산 숙소/윈드힐호텔.csv,https://place.map.kakao.com/26515508
695,베네모텔,울산 울주군 상북면 운문로 7,5,"여관,모텔","['#글램핑', '#카라반']",./kakao_reviews/울산 숙소/베네모텔.csv,https://place.map.kakao.com/972603558
696,키즈호텔 상상플레이 등억점,울산 울주군 상북면 알프스온천4길 2,5,"여관,모텔","['#물놀이', '#바베큐장', '#수영장펜션', '#실외수영장', '#야외테라스', '#오션뷰', '#제로페이']",./kakao_reviews/울산 숙소/키즈호텔 상상플레이 등억점.csv,https://place.map.kakao.com/619487455
697,해수모텔,울산 북구 판지2길 36,0,"여관,모텔","['#독채펜션', '#바베큐장', '#야외테라스', '#어메니티제공']",리뷰 없음,https://place.map.kakao.com/16862930
698,YTT모텔,울산 남구 삼산로266번길 5-4,5,"여관,모텔","['#가족탕', '#온천호텔']",./kakao_reviews/울산 숙소/YTT모텔.csv,https://place.map.kakao.com/986830943
699,호텔락,울산 남구 정동로76번길 2,4,"여관,모텔",태그 없음,./kakao_reviews/울산 숙소/호텔락.csv,https://place.map.kakao.com/1318625153
700,인투모텔,울산 울주군 상북면 알프스온천3길 43,5,"여관,모텔","['#바베큐장', '#야외테라스', '#오션뷰', '#일출감상', '#진하해수욕장']",./kakao_reviews/울산 숙소/인투모텔.csv,https://place.map.kakao.com/1361971623
701,브라운도트 울산학산점,울산 중구 구역전2길 13 1~5층,5,"여관,모텔","['#단체펜션', '#바베큐장', '#연회장']",리뷰 없음,https://place.map.kakao.com/4534647
702,리버모텔,"울산 남구 삼산로77번길 17 2,3층",1.5,"여관,모텔","['#계곡펜션', '#물놀이', '#바베큐장', '#온돌룸', '#힐링펜션']",리뷰 없음,https://place.map.kakao.com/12815154
703,쿡온천모텔,울산 울주군 상북면 알프스온천2길 85-13,0,"여관,모텔",태그 없음,./kakao_reviews/울산 숙소/쿡온천모텔.csv,https://place.map.kakao.com/681339574
704,명성모텔,울산 울주군 삼남읍 중평로 71-1,4.4,"여관,모텔","['#2인실', '#가족탕', '#물놀이', '#온천호텔', '#패밀리룸', '#제로페이']",리뷰 없음,https://place.map.kakao.com/10334844
705,울산호텔,울산 남구 두왕로 333,0,"여관,모텔",태그 없음,리뷰 없음,https://place.map.kakao.com/23388495
706,호텔더클래식,울산 남구 화합로178번길 16,3,"여관,모텔",['#제로페이'],./kakao_reviews/울산 숙소/호텔더클래식.csv,https://place.map.kakao.com/460034146
707,로렌토호텔,울산 울주군 서생면 진하9길 9,1,"여관,모텔",태그 없음,리뷰 없음,https://place.map.kakao.com/1811392209
708,헤이호텔,울산 동구 해수욕장5길 36,0,"여관,모텔",태그 없음,리뷰 없음,https://place.map.kakao.com/1980656761
709,무인텔칸,울산 울주군 상북면 알프스온천로 145,5,"여관,모텔","['#가족여행', '#가족탕', '#가족펜션', '#온천가족탕', '#히노끼탕', '#가족호텔', '#노래방', '#바베큐장']",./kakao_reviews/울산 숙소/무인텔칸.csv,https://place.map.kakao.com/1529450164
710,휴모텔,울산 중구 학성로 41,0,"여관,모텔",태그 없음,리뷰 없음,https://place.map.kakao.com/25076846
711,호텔치즈 삼산점,울산 남구 정동로76번길 8 608호,3,"여관,모텔","['#물놀이', '#오션뷰', '#해수욕장펜션']",리뷰 없음,https://place.map.kakao.com/2061988162
712,샛별모텔,울산 중구 학성로 37,0,"여관,모텔","['#가족캠핑', '#가족탕', '#글램핑', '#물놀이', '#산책로', '#야영장', '#오토캠핑', '#카라반', '#캠핑장']",./kakao_reviews/울산 숙소/샛별모텔.csv,https://place.map.kakao.com/27117575
713,더K모텔,울산 울주군 삼남읍 도호1길 29-17,0,"여관,모텔","['#계곡펜션', '#글램핑', '#야영장', '#캠핑장']",./kakao_reviews/울산 숙소/더K모텔.csv,https://place.map.kakao.com/789151944
714,모텔테라9,울산 남구 삼산로383번길 6-20,5,"여관,모텔",태그 없음,리뷰 없음,https://place.map.kakao.com/1721479273
715,아이모텔,울산 동구 해수욕장1길 30,1,"여관,모텔","['#가족캠핑', '#솔로캠핑', '#오토캠핑', '#캠핑장']",./kakao_reviews/울산 숙소/아이모텔.csv,https://place.map.kakao.com/22705651
716,라피스모텔,울산 남구 번영로 180,5,"여관,모텔","['#가족여행', '#몽돌해수욕장', '#오션뷰', '#온돌룸']",리뷰 없음,https://place.map.kakao.com/10362623
717,유니크모텔,울산 남구 번영로144번길 8,0,"여관,모텔",태그 없음,./kakao_reviews/울산 숙소/유니크모텔.csv,https://place.map.kakao.com/10680102
718,제우스모텔,울산 중구 염포로 35,0,"여관,모텔",태그 없음,리뷰 없음,https://place.map.kakao.com/9374473
719,오투모텔,울산 북구 매곡로 27,2.8,"여관,모텔","['#단체캠핑', '#방갈로', '#불멍', '#오토캠핑', '#캠핑장', '#힐링캠핑장']",리뷰 없음,https://place.map.kakao.com/10619279
720,마르호텔,울산 중구 성남동 149-7,5,"여관,모텔",태그 없음,./kakao_reviews/울산 숙소/마르호텔.csv,https://place.map.kakao.com/629588969
721,호텔아마레,울산 남구 달삼로75번길 10,2.5,"여관,모텔","['#가족탕', '#물놀이', '#온천호텔']",리뷰 없음,https://place.map.kakao.com/1927255445
722,브라운도트호텔 중구성남점,울산 중구 젊음의거리 29-20 1~10층,4,"여관,모텔","['#계곡캠핑', '#계곡펜션', '#물놀이', '#바베큐장', '#세미나실', '#연회장', '#워크샵', '#족구장', '#짚라인', '#캠핑장', '#제로페이']",리뷰 없음,https://place.map.kakao.com/973616120
723,내영모텔,울산 동구 진성8길 43,0,"여관,모텔",['#오션뷰'],리뷰 없음,https://place.map.kakao.com/1421302566
724,코코무인텔,울산 울주군 상북면 운문로 5-5,4.5,"여관,모텔",태그 없음,./kakao_reviews/울산 숙소/코코무인텔.csv,https://place.map.kakao.com/25974798
725,쿡모텔,울산 동구 해수욕장1길 26,0,"여관,모텔",태그 없음,./kakao_reviews/울산 숙소/쿡모텔.csv,https://place.map.kakao.com/9517414
726,호텔삼성장,울산 북구 진장3길 23-8 1~4층,0,"여관,모텔","['#2인실', '#가족펜션', '#단체펜션', '#물놀이', '#바베큐장', '#커플펜션']",./kakao_reviews/울산 숙소/호텔삼성장.csv,https://place.map.kakao.com/221195216
727,황금모텔,울산 중구 학성로 228-7,0,"여관,모텔",태그 없음,리뷰 없음,https://place.map.kakao.com/15587281
728,호텔명품코보스,울산 남구 삼산로383번길 6-4 1~7층,0,"여관,모텔",태그 없음,./kakao_reviews/울산 숙소/호텔명품코보스.csv,https://place.map.kakao.com/10827429
729,더샵모텔,울산 남구 삼신로 4,0,"여관,모텔",태그 없음,리뷰 없음,https://place.map.kakao.com/25539963
730,블루탱,울산 울주군 상북면 알프스온천5길 21,5,"여관,모텔",['#제로페이'],리뷰 없음,https://place.map.kakao.com/87917780
731,라헬모텔,울산 울주군 상북면 알프스온천2길 5,0,"여관,모텔",태그 없음,./kakao_reviews/울산 숙소/라헬모텔.csv,https://place.map.kakao.com/1028055670
732,VIP호텔,울산 남구 정동로76번길 20,1,"여관,모텔",['#제로페이'],./kakao_reviews/울산 숙소/VIP호텔.csv,https://place.map.kakao.com/859472059
733,휴n모텔,울산 남구 삼산로278번길 16-1,0,"여관,모텔","['#야외테라스', '#어메니티제공', '#조식서비스', '#패밀리룸']",./kakao_reviews/울산 숙소/휴n모텔.csv,https://place.map.kakao.com/19537404
734,도브호텔,울산 남구 산업로647번길 20,0,"여관,모텔","['#가족펜션', '#바베큐장', '#온돌룸', '#제로페이']",리뷰 없음,https://place.map.kakao.com/1268038677
735,호텔마릴린,울산 남구 삼산로55번길 12,1,"여관,모텔","['#경남애견펜션', '#기장애견펜션', '#부산애견펜션', '#애견독채펜션', '#울산애견펜션', '#노천탕', '#독채펜션', '#물놀이', '#바베큐장', '#애견동반펜션', '#오션뷰']",리뷰 없음,https://place.map.kakao.com/16924982
736,호텔먹자닷컴 일산점,울산 동구 해수욕장2길 39,4,"여관,모텔","['#야외테라스', '#오션뷰']",./kakao_reviews/울산 숙소/호텔먹자닷컴 일산점.csv,https://place.map.kakao.com/1048608702
737,모텔비너스,울산 남구 두왕로329번길 8,0,"여관,모텔","['#노천탕', '#당구대', '#사우나', '#스파룸', '#야외테라스', '#오션뷰', '#조식서비스', '#테마모텔', '#파티룸', '#제로페이']",./kakao_reviews/울산 숙소/모텔비너스.csv,https://place.map.kakao.com/9825121
738,넘버25 울산번영로점,울산 남구 왕생로45번길 18,4.5,"여관,모텔","['#한옥펜션', '#제로페이']",./kakao_reviews/울산 숙소/넘버25 울산번영로점.csv,https://place.map.kakao.com/1173013392
739,XYM 울산점,울산 남구 대학로147번길 19-1,1,"여관,모텔",['#제로페이'],./kakao_reviews/울산 숙소/XYM 울산점.csv,https://place.map.kakao.com/232673349
740,호텔플레이,울산 남구 왕생로45번길 15,3.7,"여관,모텔",['#독채펜션'],./kakao_reviews/울산 숙소/호텔플레이.csv,https://place.map.kakao.com/1832622751
741,라온모텔,울산 남구 삼산로331번길 10-1,5,"여관,모텔","['#독채펜션', '#물놀이']",./kakao_reviews/울산 숙소/라온모텔.csv,https://place.map.kakao.com/2142207282
742,히든베이모텔,울산 북구 진장3길 23-5 1~8층,5,"여관,모텔","['#무료야영장', '#물놀이', '#야영장', '#오토캠핑', '#캠핑장']",./kakao_reviews/울산 숙소/히든베이모텔.csv,https://place.map.kakao.com/474827854
743,블루모텔,울산 남구 삼산로254번길 3,0,"여관,모텔","['#가족펜션', '#낚시체험', '#노래방', '#단체펜션', '#바베큐장', '#유아전용풀장', '#커플펜션', '#키즈펜션']",./kakao_reviews/울산 숙소/블루모텔.csv,https://place.map.kakao.com/330363533
744,보스턴호텔,울산 북구 진장2길 21 1~5층,3.7,"여관,모텔","['#바베큐장', '#족구장', '#커플여행', '#제로페이']",./kakao_reviews/울산 숙소/보스턴호텔.csv,https://place.map.kakao.com/1580959845
745,타임모텔,울산 중구 학성로 147 1~10층,3,"여관,모텔",['#패밀리룸'],리뷰 없음,https://place.map.kakao.com/23782979
746,아이비모텔,울산 울주군 온산읍 온덕1길 23-6,0,"여관,모텔","['#어메니티제공', '#호캉스']",리뷰 없음,https://place.map.kakao.com/1946151330
747,호텔컨시드,울산 동구 해수욕장9길 66,0,"여관,모텔","['#드라이브인시스템', '#무인모텔']",./kakao_reviews/울산 숙소/호텔컨시드.csv,https://place.map.kakao.com/20174832
748,브이호텔,울산 중구 젊음의2거리 5 1~10층,3.5,"여관,모텔","['#2인실', '#가족펜션', '#계곡펜션', '#단체펜션', '#독채펜션', '#물놀이', '#바베큐장', '#수영장펜션', '#야외테라스', '#패밀리룸', '#풀장펜션', '#제로페이']",리뷰 없음,https://place.map.kakao.com/399181317
749,브라보모텔,울산 울주군 상북면 알프스온천2길 62,0,"여관,모텔",태그 없음,./kakao_reviews/울산 숙소/브라보모텔.csv,https://place.map.kakao.com/1904841210
750,호텔윈,울산 동구 해수욕장8길 24 지하1층~지상5층,3,"여관,모텔","['#독채펜션', '#물놀이', '#애견동반펜션', '#애견수영장']",리뷰 없음,https://place.map.kakao.com/1666120422
751,넘버25호텔,울산 남구 삼산로67번길 14,2.3,"여관,모텔",태그 없음,./kakao_reviews/울산 숙소/넘버25호텔.csv,https://place.map.kakao.com/16927548
752,E모텔,울산 남구 산업로647번길 24,5,"여관,모텔",태그 없음,리뷰 없음,https://place.map.kakao.com/8556651
753,일쏠레호텔,울산 남구 화합로178번길 20,4,"여관,모텔","['#MT펜션', '#물놀이', '#바베큐장', '#오션뷰', '#워크샵', '#해수욕장펜션', '#호캉스']",./kakao_reviews/울산 숙소/일쏠레호텔.csv,https://place.map.kakao.com/1708245793
754,호텔소호102,울산 남구 삼산로301번길 8-12,4.8,"여관,모텔",태그 없음,리뷰 없음,https://place.map.kakao.com/975608341
755,노바호텔,울산 북구 진장2길 26,1,"여관,모텔",태그 없음,./kakao_reviews/울산 숙소/노바호텔.csv,https://place.map.kakao.com/842590829
756,알리바바호텔,울산 남구 삼산로 406,3.2,"여관,모텔","['#무인모텔', '#제로페이']",리뷰 없음,https://place.map.kakao.com/27088407
757,모텔369,울산 남구 신복로6번길 25,5,"여관,모텔","['#오션뷰', '#파우더룸', '#호캉스', '#제로페이']",./kakao_reviews/울산 숙소/모텔369.csv,https://place.map.kakao.com/1840325775
758,호텔가온,울산 남구 왕생로40번길 9-1,3,"여관,모텔","['#글램핑', '#제로페이']",리뷰 없음,https://place.map.kakao.com/937122
759,울산대공원 연꽃연못,울산 남구 신정동 1764,0,연못,태그 없음,./kakao_reviews/울산 명소/울산대공원 연꽃연못.csv,https://place.map.kakao.com/18049602
760,태화강국가정원 오산못,울산 중구 태화동 669,0,연못,태그 없음,리뷰 없음,https://place.map.kakao.com/19201544
761,공원열쇠도장,울산 중구 화합로 413,0,"열쇠,도장",태그 없음,리뷰 없음,https://place.map.kakao.com/15905941
762,배내골캠핑장산책로,울산 울주군 상북면 배내대리길 23-2,3,오토캠핑장,"['#야외테라스', '#제로페이']",리뷰 없음,https://place.map.kakao.com/20419193
763,주전패밀리캠핑장,울산 동구 주전해안길 300,5,오토캠핑장,"['#오션뷰', '#조식서비스']",./kakao_reviews/울산 숙소/주전패밀리캠핑장.csv,https://place.map.kakao.com/1706380453
764,들살이오토캠핑장,울산 울주군 상북면 배내로 1064-4,5,오토캠핑장,"['#계곡캠핑', '#물놀이', '#야영장', '#오토캠핑', '#캠핑장']",./kakao_reviews/울산 숙소/들살이오토캠핑장.csv,https://place.map.kakao.com/23489482
765,작천정별빛야영장,울산 울주군 상북면 자수정로 320,3.1,오토캠핑장,"['#가족캠핑', '#물놀이', '#솔로캠핑', '#야영장', '#오토캠핑', '#차박', '#캠핑장']",./kakao_reviews/울산 숙소/작천정별빛야영장.csv,https://place.map.kakao.com/26589429
766,더캠프오토캠핑장,울산 울주군 상북면 삽재로 420,0,오토캠핑장,"['#조식서비스', '#카카오페이']",./kakao_reviews/울산 숙소/더캠프오토캠핑장.csv,https://place.map.kakao.com/21055299
767,배내골대추나무오토캠핑장,울산 울주군 상북면 배내로 1350-13,5,오토캠핑장,태그 없음,리뷰 없음,https://place.map.kakao.com/25017389
768,들살이오토캠핑장,울산 울주군 상북면 배내로 1064-4,5,오토캠핑장,"['#글램핑', '#노천탕', '#독채펜션', '#바베큐장', '#애견동반펜션', '#오션뷰', '#짚라인', '#캠핑장', '#핑크뮬리명소']",./kakao_reviews/울산 숙소/들살이오토캠핑장.csv,https://place.map.kakao.com/23489482
769,대왕암공원 오토캠핑장,울산 동구 등대로 80-61,4.2,오토캠핑장,"['#산책로', '#야영장', '#오션뷰', '#오토캠핑', '#우중캠핑', '#차박', '#카라반', '#캠핑장']",./kakao_reviews/울산 숙소/대왕암공원 오토캠핑장.csv,https://place.map.kakao.com/1515997134
770,배내골오토캠핑장,울산 울주군 상북면 배내로 1350-14,0,오토캠핑장,태그 없음,./kakao_reviews/울산 숙소/배내골오토캠핑장.csv,https://place.map.kakao.com/20327435
771,주전패밀리캠핑장,울산 동구 주전해안길 300,5,오토캠핑장,"['#가족캠핑', '#무료야영장', '#물놀이', '#야영장', '#오션뷰', '#오토캠핑', '#캠핑장', '#제로페이']",./kakao_reviews/울산 숙소/주전패밀리캠핑장.csv,https://place.map.kakao.com/1706380453
772,강동오토캠핑장,울산 북구 당사동 87,0,오토캠핑장,"['#물놀이', '#바베큐장', '#오션뷰', '#전망좋은펜션']",리뷰 없음,https://place.map.kakao.com/1431641091
773,작천정달빛야영장,울산 울주군 삼남읍 작괘들길 67-16,5,오토캠핑장,['#비즈니스호텔'],./kakao_reviews/울산 숙소/작천정달빛야영장.csv,https://place.map.kakao.com/381901219
774,입화산참살이숲야영장 제2오토캠핑장,울산 중구 길촌길 333,3,오토캠핑장,"['#노래방', '#무인모텔', '#무인호텔', '#물놀이', '#부티크호텔', '#스파룸', '#오션뷰', '#조식서비스', '#호캉스']",./kakao_reviews/울산 숙소/입화산참살이숲야영장 제2오토캠핑장.csv,https://place.map.kakao.com/59811416
775,태화연오토캠핑장,울산 중구 태화동 278-2,4.5,오토캠핑장,"['#가족캠핑', '#감성캠핑', '#계곡캠핑', '#단체펜션', '#물놀이', '#산책로', '#오토캠핑', '#캠핑장']",./kakao_reviews/울산 숙소/태화연오토캠핑장.csv,https://place.map.kakao.com/188245916
776,진하오토캠핑장,울산 울주군 서생면 해맞이로 1560,0,오토캠핑장,"['#가족펜션', '#바베큐장', '#워크샵', '#잔디마당', '#족구장']",./kakao_reviews/울산 숙소/진하오토캠핑장.csv,https://place.map.kakao.com/21054751
777,ABS스포츠스파,울산 북구 화봉로 58,0,온천,태그 없음,리뷰 없음,https://place.map.kakao.com/9583478
778,구영웰빙온천,울산 울주군 범서읍 점촌6길 21,2,온천,['#드라이브코스'],리뷰 없음,https://place.map.kakao.com/13571227
779,발리온천개발,울산 울주군 온양읍 상발2길 34,2.3,온천,['#핑크뮬리명소'],./kakao_reviews/울산 명소/발리온천개발.csv,https://place.map.kakao.com/26973714
780,가지산온천,울산 울주군 상북면 운문로 48,1.5,온천,['#차박'],리뷰 없음,https://place.map.kakao.com/8677173
781,강동해수온천,울산 북구 동해안로 1418,3,온천,"['#억새밭', '#일출명소']",./kakao_reviews/울산 명소/강동해수온천.csv,https://place.map.kakao.com/8640893
782,문수산탄산온천,울산 남구 대학로 24,2.9,온천,태그 없음,./kakao_reviews/울산 명소/문수산탄산온천.csv,https://place.map.kakao.com/8992122
783,발리온천개발,울산 울주군 온양읍 상발2길 34,2.3,온천,['#가족탕'],./kakao_reviews/울산 명소/발리온천개발.csv,https://place.map.kakao.com/26973714
784,세정스파,울산 울주군 웅촌면 정주권로 108-7,0,온천,태그 없음,리뷰 없음,https://place.map.kakao.com/709731580
785,양정생활체육공원 운동장,울산 북구 양정동 503-1,0,운동장,태그 없음,./kakao_reviews/울산 공원/양정생활체육공원 운동장.csv,https://place.map.kakao.com/11528436
786,서덕출공원 다목적운동장,울산 중구 푸름4길 27,0,운동장,태그 없음,리뷰 없음,https://place.map.kakao.com/27601447
787,범서온천 지지워터피아,울산 울주군 범서읍 두동로 704,3.5,워터테마파크,태그 없음,./kakao_reviews/울산 명소/범서온천 지지워터피아.csv,https://place.map.kakao.com/7897055
788,선바위유원지,울산 울주군 범서읍 입암리,5,유원지,"['#단풍명소', '#물놀이']",./kakao_reviews/울산 명소/선바위유원지.csv,https://place.map.kakao.com/27210080
789,수운최제우유허지,울산 중구 원유곡길 106,5,유적지,태그 없음,리뷰 없음,https://place.map.kakao.com/7970142
790,수운최제우유허지 동학관,울산 중구 유곡동 623,5,유적지,태그 없음,./kakao_reviews/울산 명소/수운최제우유허지 동학관.csv,https://place.map.kakao.com/1415018118
791,울산방기리알바위,울산 울주군 삼남읍 방기리 444-5,4,유적지,태그 없음,./kakao_reviews/울산 명소/울산방기리알바위.csv,https://place.map.kakao.com/12772009
792,달천철장,울산 북구 달천동 1-7,5,유적지,태그 없음,./kakao_reviews/울산 명소/달천철장.csv,https://place.map.kakao.com/7813623
793,울주검단리유적,울산 울주군 웅촌면 검단리 산 62,0,유적지,태그 없음,리뷰 없음,https://place.map.kakao.com/12776839
794,울주교동리생활유적,울산 울주군 삼남읍 교동리 192-37,0,유적지,태그 없음,리뷰 없음,https://place.map.kakao.com/12729017
795,울산매곡동생활유적,울산 북구 매곡동 351-10,0,유적지,태그 없음,리뷰 없음,https://place.map.kakao.com/12729018
796,중산동취락유적,울산 북구 중산동 656-1,0,유적지,태그 없음,리뷰 없음,https://place.map.kakao.com/12729044
797,대왕암공원 출입구1,울산 동구 일산동 905-3,0,입출구,태그 없음,./kakao_reviews/울산 공원/대왕암공원 출입구1.csv,https://place.map.kakao.com/18151322
798,대왕암공원 출입구2,울산 동구 등대로 140,5,입출구,태그 없음,리뷰 없음,https://place.map.kakao.com/18092395
799,간월산 자연휴양림,울산 울주군 상북면 등억알프스로 607-15,0,자연휴양림,"['#단풍명소', '#일출명소']",./kakao_reviews/울산 명소/간월산 자연휴양림.csv,https://place.map.kakao.com/8126799
800,편백산림욕장,울산 북구 달천동 산 170,5,자연휴양림,태그 없음,./kakao_reviews/울산 명소/편백산림욕장.csv,https://place.map.kakao.com/17706759
801,국립신불산폭포자연휴양림,울산 울주군 상북면 이천리 산 2,3.7,자연휴양림,"['#나들이', '#단풍명소', '#모노레일', '#억새밭']",./kakao_reviews/울산 명소/국립신불산폭포자연휴양림.csv,https://place.map.kakao.com/736232390
802,입화산 자연휴양림,울산 중구 다운동 5,0,자연휴양림,['#단풍명소'],./kakao_reviews/울산 명소/입화산 자연휴양림.csv,https://place.map.kakao.com/1835968760
803,국립신불산폭포자연휴양림,울산 울주군 상북면 이천리 산 2,3.7,자연휴양림,"['#나들이', '#전망좋은']",./kakao_reviews/울산 명소/국립신불산폭포자연휴양림.csv,https://place.map.kakao.com/736232390
804,울산하늘공원 장례식장,울산 울주군 삼동면 보삼길 550,5,장례식장,태그 없음,리뷰 없음,https://place.map.kakao.com/27126819
805,옥동저수지,울산 울주군 두서면 구량리,0,저수지,태그 없음,리뷰 없음,https://place.map.kakao.com/15148858
806,정자저수지,울산 북구 무룡동,0,저수지,태그 없음,리뷰 없음,https://place.map.kakao.com/8059652
807,달천저수지,울산 북구 달천동 183-1,0,저수지,태그 없음,./kakao_reviews/울산 명소/달천저수지.csv,https://place.map.kakao.com/7813970
808,오산못,울산 울주군 상북면 거리,0,저수지,태그 없음,리뷰 없음,https://place.map.kakao.com/8016657
809,상수골못,울산 울주군 청량읍 문죽리,0,저수지,태그 없음,./kakao_reviews/울산 명소/상수골못.csv,https://place.map.kakao.com/7928764
810,뒷골못,울산 북구 시례동,0,저수지,태그 없음,리뷰 없음,https://place.map.kakao.com/8322728
